time,potential
0.1044671201814059,0.0
0.10535147392290249,1.507895192342419e-28
0.10945578231292517,2.4165661427234963e-21
0.11353741496598639,1.9739994779619894e-19
0.11766439909297052,6.638410544167134e-18
0.1217687074829932,9.234680790569983e-17
0.12594104308390022,7.475178307643225e-16
0.1301814058956916,4.227104546441832e-15
0.13444444444444445,1.8465359294054622e-14
0.13873015873015873,6.635067840688245e-14
0.14303854875283448,2.0459830735567236e-13
0.1473469387755102,5.579336952724786e-13
0.1516780045351474,1.3759133038339042e-12
0.15600907029478459,3.120238396345981e-12
0.16034013605442177,6.593102708790349e-12
0.16467120181405895,1.3115129503309054e-11
0.16900226757369616,2.4763204531799306e-11
0.17333333333333334,4.4677304664531994e-11
0.17768707482993198,7.746451938269447e-11
0.18201814058956917,1.2965792604102084e-10
0.1863718820861678,2.1029072146886973e-10
0.190702947845805,3.3166813341604934e-10
0.19505668934240364,5.099485169177359e-10
0.19938775510204082,7.664342031968028e-10
0.20374149659863947,1.128081659550885e-09
0.20807256235827665,1.629206001588249e-09
0.2124263038548753,2.3124763999342374e-09
0.21678004535147394,3.2297329796947098e-09
0.22111111111111112,4.445834948278771e-09
0.22546485260770976,6.0362150684544765e-09
0.22979591836734695,8.091709896361323e-09
0.2341496598639456,1.0722408909357798e-08
0.2385034013605442,1.4051671434501386e-08
0.24285714285714285,1.822481413830148e-08
0.24718820861678006,2.3415464773349396e-08
0.2515419501133787,2.981262381468335e-08
0.2558956916099773,3.7633619322389824e-08
0.26022675736961454,4.712809560323563e-08
0.26458049886621315,5.858200958612056e-08
0.26893424036281177,7.229720299033727e-08
0.27328798185941044,8.86174925425456e-08
0.2776190476190476,1.0792993923324074e-07
0.28197278911564627,1.3067225662635034e-07
0.2863265306122449,1.57287065813026e-07
0.29068027210884356,1.8827506656894564e-07
0.2950340136054422,2.241793736812053e-07
0.2993650793650794,2.6564963008160075e-07
0.303718820861678,3.132787137932125e-07
0.3080725623582766,3.677452708953384e-07
0.3124263038548753,4.2977525375134264e-07
0.31675736961451245,5.002193574256935e-07
0.3211111111111111,5.798950940248738e-07
0.32546485260770974,6.696302231473586e-07
0.3298185941043084,7.703355749998558e-07
0.33414965986394557,8.830850979799074e-07
0.33850340136054424,1.008922214609134e-06
0.34285714285714286,1.1487841819370463e-06
0.3472108843537415,1.3037438688489697e-06
0.3515419501133787,1.4752287265025655e-06
