time,potential
0.09410430839002268,2.1003438430147323e-22
0.09782312925170068,3.452620788149959e-20
0.1017233560090703,9.277587323924712e-19
0.10575963718820862,1.1022681167608165e-17
0.1099092970521542,7.886155957716416e-17
0.11412698412698413,3.977918539283455e-16
0.11839002267573696,1.5559163910341873e-15
0.12267573696145125,5.018532216657528e-15
0.12700680272108844,1.3918010584350526e-14
0.1313151927437642,3.419133855413331e-14
0.1356689342403628,7.605658858420483e-14
0.14002267573696145,1.5574242431353343e-13
0.1443764172335601,2.975371355865258e-13
0.14875283446712018,5.358568834069937e-13
0.15312925170068029,9.18204117020529e-13
0.15750566893424037,1.5085576639605292e-12
0.1619047619047619,2.3917914237637837e-12
0.16630385487528346,3.682604400074385e-12
0.170702947845805,5.534567101624277e-12
0.17512471655328798,8.153293320986183e-12
0.17952380952380953,1.1815922476833724e-11
0.1839455782312925,1.689019353140478e-11
0.18836734693877552,2.3856488553393695e-11
0.1927891156462585,3.3340758579391205e-11
0.1972108843537415,4.615069854938115e-11
0.2016326530612245,6.332293166239458e-11
0.20605442176870747,8.618144048618941e-11
0.21047619047619048,1.1640748261778745e-10
0.21487528344671203,1.5612554241012342e-10
0.219297052154195,2.0806189936969002e-10
0.22369614512471656,2.754811183914999e-10
0.22811791383219956,3.6264473349162525e-10
0.23251700680272108,4.745719167808214e-10
0.23691609977324263,6.175101861976692e-10
0.24131519274376417,7.990467006337831e-10
0.24571428571428572,1.0283125676870055e-09
0.25011337868480726,1.3162003813850652e-09
0.25448979591836735,1.6762097205454559e-09
0.2588888888888889,2.1235080647080055e-09
0.26326530612244897,2.6772367938153728e-09
0.26764172335600905,3.358733843842717e-09
0.2720181405895692,4.193862109775573e-09
0.27639455782312927,5.212913689660271e-09
0.28077097505668935,6.45117219454204e-09
0.28514739229024944,7.949498061254063e-09
0.2895238095238095,9.75492630292069e-09
0.2939002267573696,1.1921263690650809e-08
0.29827664399092974,1.450966979403393e-08
0.30263038548752835,1.759098169081581e-08
0.30700680272108843,2.124847045511879e-08
0.3113832199546485,2.556592186973103e-08
0.3157369614512472,3.0654677589943815e-08
0.32011337868480727,3.661680973062389e-08
0.3244671201814059,4.359550256437454e-08
0.32882086167800456,5.171662867342987e-08
0.33319727891156464,6.114694366172308e-08
0.33755102040816326,7.206122842764095e-08
0.34190476190476193,8.463917295148999e-08
0.346281179138322,9.909218306060612e-08
0.35063492063492063,1.1566799511177291e-07
0.3549886621315193,1.3459347558554273e-07
0.3593424036281179,1.5613618479332902e-07
0.36369614512471654,1.8058516295132828e-07
0.3680498866213152,2.082516054909936e-07
0.3724263038548753,2.3950222316512437e-07
0.3767800453514739,2.7466810915605765e-07
0.3811337868480726,3.141289044149805e-07
0.3854875283446712,3.5828934810761816e-07
0.3898412698412698,4.075780376860118e-07
0.3941950113378685,4.6244736296116474e-07
0.3985487528344671,5.233732720943973e-07
0.4029024943310658,5.908548562526378e-07
0.4072562358276644,6.654137400914334e-07
0.411609977324263,7.47593265950449e-07
0.4159637188208617,8.379574606787973e-07
0.4203174603174603,9.370897753013757e-07
0.424671201814059,1.045591589271259e-06
0.4290249433106576,1.1640804728246763e-06
0.4333786848072562,1.2931882029738945e-06
0.4377324263038549,1.4335585309187852e-06
0.4420861678004535,1.5858447010889857e-06
0.4464399092970522,1.7507067245939057e-06
0.4507936507936508,1.9288084125181467e-06
0.4551473922902494,2.120814177232327e-06
