time,potential
0.09204081632653062,7.731326333553908e-27
0.09351473922902495,1.2474057448490839e-24
0.09501133786848073,3.344566311186549e-23
0.09657596371882086,4.024439036111105e-22
0.09816326530612245,2.9703917404432867e-21
0.09977324263038549,1.567596481969407e-20
0.10138321995464852,6.487182458983986e-20
0.10301587301587302,2.230321542175839e-19
0.10464852607709751,6.634318200528174e-19
0.10630385487528345,1.760803220616755e-18
0.10793650793650794,4.24568873329317e-18
0.10959183673469387,9.470677575041271e-18
0.11124716553287982,1.972067195040137e-17
0.11290249433106576,3.871275004166498e-17
0.11453514739229025,7.237755638828735e-17
0.11619047619047619,1.2980375212377005e-16
0.11784580498866214,2.248189832573706e-16
0.11950113378684807,3.784865588840782e-16
0.12113378684807256,6.23957558007265e-16
0.12278911564625851,1.0117231996833406e-15
0.12444444444444444,1.6206155988337925e-15
0.12607709750566895,2.5808070840075723e-15
0.12773242630385487,4.096486654275267e-15
0.1293877551020408,6.4913362823297604e-15
0.1310204081632653,1.0296434732618738e-14
0.13267573696145124,1.632050842788196e-14
0.13433106575963719,2.5809078305468492e-14
0.13598639455782313,4.065028503651236e-14
0.13764172335600908,6.364722112934124e-14
0.13929705215419502,9.888449663420806e-14
0.1409750566893424,1.5222733332800606e-13
0.14263038548752835,2.32338232096557e-13
0.1442857142857143,3.506788385312545e-13
0.14594104308390024,5.230975314248083e-13
0.14761904761904762,7.728700026321917e-13
0.14927437641723357,1.1282820674802215e-12
0.15095238095238095,1.628932466628273e-12
0.1526077097505669,2.3281188829940093e-12
0.15426303854875284,3.2884521834676923e-12
0.15594104308390022,4.604870676683417e-12
0.15759637188208617,6.378131381959514e-12
0.15927437641723358,8.754016030331277e-12
0.1609297052154195,1.190658263161224e-11
0.1626077097505669,1.6041240027597054e-11
0.16426303854875285,2.145621084189257e-11
0.16591836734693877,2.843064407698171e-11
0.16759637188208618,3.7431547709411614e-11
0.16925170068027212,4.887706515241305e-11
0.1709297052154195,6.338889448307597e-11
0.17258503401360545,8.166959735476286e-11
0.17426303854875283,1.0446185430910641e-10
0.17591836734693878,1.3294785437145306e-10
0.17757369614512472,1.6796704022970261e-10
0.1792517006802721,2.1129979206677989e-10
0.18090702947845805,2.640994459062241e-10
0.18258503401360546,3.2851272874865823e-10
0.18424036281179137,4.065609846794307e-10
0.18591836734693878,5.004885211832415e-10
0.18757369614512473,6.137794745402549e-10
0.1892517006802721,7.483441283877896e-10
0.19090702947845806,9.100570249467046e-10
0.192562358276644,1.1005450515394364e-09
0.19424036281179138,1.3270004970744096e-09
0.19589569160997733,1.592772796579233e-09
0.1975736961451247,1.9051947283057326e-09
0.19922902494331066,2.2709021367898792e-09
