time,potential
0.09068027210884354,0.0
0.09648526077097506,2.957043313601142e-20
0.1007482993197279,2.6133905302158374e-18
0.10492063492063493,6.198492479434002e-17
0.10913832199546486,7.084884382313355e-16
0.11335600907029479,5.070050068588978e-15
0.11761904761904762,2.6000263478614044e-14
0.1219047619047619,1.0426406568600248e-13
0.1261904761904762,3.469983590904722e-13
0.13049886621315193,9.992447874452585e-13
0.13480725623582768,2.5642806206727327e-12
0.13913832199546486,5.994163473146112e-12
0.1434467120181406,1.2973518926497142e-11
0.14777777777777779,2.6328091152990813e-11
0.15210884353741497,5.0580452113296994e-11
0.15643990929705215,9.270102102297971e-11
0.16077097505668936,1.630716406029137e-10
0.16510204081632654,2.7669933131227505e-10
0.16945578231292519,4.547634414552385e-10
0.17378684807256237,7.264272548621245e-10
0.17811791383219955,1.1308263723666798e-09
0.1824716553287982,1.7197957062624482e-09
0.18680272108843538,2.56114623950521e-09
0.19113378684807256,3.74035014120446e-09
0.1954875283446712,5.3672001077688095e-09
0.19981859410430838,7.575920098754895e-09
0.20417233560090703,1.0534075314040904e-08
0.2085034013605442,1.4442890526618327e-08
0.21285714285714286,1.95480451124383e-08
0.21718820861678004,2.613678568344274e-08
0.22154195011337868,3.455959962853595e-08
0.22589569160997733,4.5208343224520856e-08
0.2302267573696145,5.85699701721388e-08
0.23458049886621316,7.516980800998703e-08
0.23891156462585034,9.56375401907729e-08
0.24326530612244898,1.206934336092937e-07
0.24761904761904763,1.5111558595859356e-07
0.25195011337868484,1.8785063690528214e-07
0.25630385487528345,2.3189659073944052e-07
0.26065759637188207,2.8435865654203616e-07
0.2649886621315193,3.4657981476811185e-07
0.2693424036281179,4.1989466823312705e-07
0.27369614512471657,5.057962207235001e-07
0.2780272108843537,6.060841069585394e-07
0.2823809523809524,7.225225906267378e-07
0.286734693877551,8.570237237000986e-07
0.2910657596371882,1.0118507290932182e-06
0.29541950113378684,1.1893720572547726e-06
0.2997732426303855,1.3918881330812936e-06
0.30410430839002267,1.6220322889008821e-06
0.30845804988662134,1.8831081959631247e-06
0.31281179138321996,2.1776654384560088e-06
0.3171655328798186,2.508825366771635e-06
0.3214965986394558,2.8802980583097567e-06
0.3258503401360544,3.29569475682897e-06
0.3302040816326531,3.7582613168783223e-06
0.3345578231292517,4.271761194260021e-06
0.3388888888888889,4.841311705685475e-06
0.3432426303854875,5.4702469062685936e-06
0.3475963718820862,6.162583352953334e-06
0.35192743764172335,6.922947575823178e-06
0.356281179138322,7.75733264020776e-06
0.36063492063492064,8.668769219286972e-06
0.36498866213151926,9.661832519451158e-06
0.36931972789115647,1.0742533093744251e-05
0.3736734693877551,1.1916306581394646e-05
0.37802721088435376,1.3186328868648275e-05
0.3823809523809524,1.4557287304343366e-05
0.3867120181405896,1.6037270847590526e-05
0.3910657596371882,1.7629420575796388e-05
0.3954195011337869,1.9337203569150846e-05
0.39975056689342403,2.116543592590965e-05
0.4041043083900227,2.3124488511342622e-05
0.4084580498866213,2.5213257099989916e-05
0.41281179138321994,2.7435751088245883e-05
0.41714285714285715,2.97995414952372e-05
0.42149659863945577,3.231050134967573e-05
0.42585034013605444,3.496728947589409e-05
0.43020408163265306,3.777290076357744e-05
0.43453514739229027,4.0740534612645656e-05
0.4388888888888889,4.3865489956961566e-05
0.44324263038548756,4.714805714131501e-05
0.4475736961451247,5.0595139489464866e-05
0.4519274376417234,5.4214200833721384e-05
0.456281179138322,5.79963917918022e-05
0.4606349206349206,6.194185824744185e-05
0.46496598639455783,6.606907988203857e-05
0.46931972789115645,7.036286664629324e-05
0.4736734693877551,7.481990779750374e-05
0.4780045351473923,7.94518343313636e-05
0.48235827664399095,8.425666607870126e-05
0.48671201814058956,8.921998640022756e-05
0.4910430839002268,9.434521660172358e-05
0.4953968253968254,9.964649323470152e-05
0.49975056689342406,0.0001050962992254841
0.5040816326530613,0.00011068904539244979
0.5084353741496599,0.00011645697640783929
0.5127891156462585,0.00012235798282031005
0.5171428571428571,0.0001283842089835841
0.5214739229024944,0.0001345664040287557
